name,continent,country,destinationName,flightNumber,airlineCode_iata,destination_iata,airlineName,aircraftTerminal,Duration,Cost,Climate,Date,Time,Average_Cost
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,6/5/2024,9:51,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,5/20/2024,23:40,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,7/23/2024,11:36,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,7/10/2024,5:52,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,10/15/2024,6:58,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,10/7/2024,5:56,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,9/5/2024,1:24,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,6/27/2024,5:34,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,9/15/2024,3:30,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,12/19/2024,21:14,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,11/2/2024,16:29,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,5/6/2024,6:12,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,6/15/2024,15:10,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,10/6/2024,18:50,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,11/7/2024,6:20,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,12/6/2024,3:51,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,8/31/2024,12:24,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,7/26/2024,15:38,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,7/25/2024,1:14,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,12/19/2024,0:52,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,7/23/2024,1:17,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,8/31/2024,16:04,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,9/29/2024,5:29,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,7/29/2024,11:27,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,9/9/2024,21:22,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,4/26/2024,13:16,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,8/15/2024,0:23,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,9/24/2024,10:36,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,4/26/2024,8:51,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,4/26/2024,21:31,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,10/3/2024,0:47,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,6/25/2024,5:54,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,6/20/2024,2:36,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,7/21/2024,3:58,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,4/14/2024,15:55,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,12/30/2024,23:30,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,12/14/2024,10:05,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,12/17/2024,3:50,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,12/23/2024,23:53,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,12/4/2024,21:33,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,4/29/2024,2:21,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,4/29/2024,15:16,Medium
Nnamdi Azikiwe International Airport,Africa,Nigeria,Abuja,EK 785,EK,ABV,Emirates,3,8h 28m,AED 1587,Hot,4/14/2024,4:24,Medium
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 781,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,7/11/2024,7:33,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,6/20/2024,19:06,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,6/5/2024,17:17,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,6/16/2024,13:09,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,6/1/2024,2:49,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,6/6/2024,0:25,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,6/25/2024,3:47,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 781,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,6/19/2024,16:04,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 781,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,5/11/2024,21:36,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,4/16/2024,12:08,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,4/25/2024,23:52,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,4/21/2024,14:30,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,4/12/2024,21:59,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,4/13/2024,14:20,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 781,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,11/14/2024,23:55,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,11/26/2024,7:25,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,9/15/2024,11:58,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,12/23/2024,19:04,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,9/15/2024,17:58,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,7/21/2024,16:36,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,6/12/2024,18:56,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,5/16/2024,7:26,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,10/10/2024,6:32,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,9/14/2024,1:07,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,10/1/2024,12:56,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,11/15/2024,19:41,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,5/6/2024,14:24,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,6/19/2024,0:26,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,12/13/2024,7:08,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,6/8/2024,1:38,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,9/25/2024,15:53,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,6/14/2024,9:41,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,9/30/2024,12:07,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,7/2/2024,17:11,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,4/15/2024,13:35,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,10/19/2024,5:15,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,10/5/2024,11:11,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,10/23/2024,19:53,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,8/9/2024,13:39,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,12/26/2024,13:59,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,10/4/2024,19:29,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,11/15/2024,23:30,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,10/19/2024,0:29,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,12/9/2024,5:52,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,7/27/2024,1:30,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,12/26/2024,8:10,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,11/23/2024,8:32,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,6/6/2024,22:59,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,5/8/2024,16:30,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,10/30/2024,21:53,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,8/1/2024,21:16,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,5/17/2024,6:56,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,11/8/2024,3:56,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,6/30/2024,9:24,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,10/19/2024,16:52,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,6/18/2024,1:21,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,9/10/2024,23:26,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,9/10/2024,11:48,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,12/19/2024,15:58,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,6/7/2024,17:37,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,11/16/2024,22:01,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,8/25/2024,1:10,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,7/19/2024,19:53,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,7/20/2024,15:54,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,9/28/2024,12:56,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,9/10/2024,22:15,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,8/4/2024,4:32,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,8/22/2024,6:20,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,9/26/2024,23:55,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,9/19/2024,15:43,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,5/23/2024,21:10,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,5/22/2024,11:55,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,5/9/2024,20:28,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,11/1/2024,22:45,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,11/13/2024,21:21,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,9/28/2024,11:44,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,11/12/2024,7:07,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,9/16/2024,21:41,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,10/21/2024,16:41,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,11/6/2024,7:42,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,9/19/2024,17:57,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,9/18/2024,15:43,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,4/10/2024,13:27,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,11/11/2024,9:59,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,12/8/2024,2:05,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,11/18/2024,12:43,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,8/2/2024,7:14,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,7/29/2024,14:54,low
Murtala Muhammed International Airport,Africa,Nigeria,Lagos,EK 783,EK,LOS,Emirates,3,7h 50m,AED 1375,Hot,8/6/2024,21:12,low
